template,text
JJ JJ JJ JJ JJ JJ,"['antibiotic 0-84-slible-sl 0-slible-slible-sl 0-87 0-slible-sl 0-slible-sl', 'assessment-based assessment-based cognitive assessment-based cognitive assessment-based', 'toobble toobble toobble toobble toobobble toobble', 'assessment-based cognitive assessment-based assessment-based cognitive assessment-based', 'assessment-based assessment-based assessment-based assessment-based assessment-based assessment-based', 'assessment-based assessment-based assessment-based cognitive assessment-based assessment-based', 'cognitive assessment-based assessment-based assessment-based assessment-based cognitive', '0-87 0b-sl antibiotic 0-84-slible-sl 0-slible-slible-sl 0-87', 'assessment-based assessment-based cognitive assessment-based assessment-based assessment-based', 'assessment-based assessment-based assessment-based assessment-based assessment-based cognitive', 'toobble toobble toobble toobobble toobble toobble', 'toobble toobobble toobble toobble toobble toobble', 'toobble toobble toobble toobble toobble toobble', '0-84-slible-sl 0-slible-slible-sl 0-87 0-slible-sl 0-slible-sl 0-with-sl-87', 'cognitive assessment-based assessment-based cognitive assessment-based cognitive', '0b-sl antibiotic 0-84-slible-sl 0-slible-slible-sl 0-87 0-slible-sl', 'toobble toobble toobble toobble toobble toobobble', '0-slible-slible-sl 0-87 0-slible-sl 0-slible-sl 0-with-sl-87 0-sl', 'assessment-based assessment-based cognitive assessment-based assessment-based cognitive', 'results-based assessment-based assessment-based assessment-based assessment-based assessment-based', 'toobobble toobble toobble toobble toobble toobble', 'assessment-based assessment-based assessment-based assessment-based cognitive assessment-based', 'toobble toobble toobobble toobble toobble toobble', 'assessment-based cognitive assessment-based assessment-based assessment-based assessment-based']"
DT NN IN JJ NN IN,"['the incidence of leukaemic relapse in', 'the use of intracervical lignocaine with', 'the use of anti-TNF therapy in', 'the role of outpatient treatment among', 'the impact of antenatal counseling on', 'the treatment of oral candidiasis in', 'the management of agitated behavior in', 'an increase in hemoglobin (Hb) by', 'the role of visual feedback in', 'the use of high-dose oxytocin for', 'the treatment of psoriatic arthritis, with', 'the efficacy of early management by', 'the progression of uterine leiomyomas in', 'the impact of adjuvant chemotherapy with', 'the rate of complete recovery from', 'the effectiveness of oral methotrexate in', 'the recurrence of gingival overgrowth by', 'the treatment of macular edema after', 'The use of low-dose baclofen in', 'the need for manual removal of', 'the treatment of oropharyngeal candidiasis, with', 'the value of patient selection on', 'the efficacy of oral isotretinoin for', 'the time of tooth extraction; in', 'the level of menstrual distress, with', 'the treatment of oral thrush in', 'the use of hypnotic analgesia as', 'the treatment of psoriatic arthritis for', 'an increase in ""on"" time by', 'a dose of 40-50 mg/kg/d as', 'the prevalence of exclusive breastfeeding at', 'the need for ventriculoperitoneal shunt in', 'the incidence of pancreatic fistula after', 'the progression of pulmonary emphysema in', 'the role of continuous monitoring of', 'the need for mechanical ventilation, in', 'the treatment of mild bronchoconstriction in', 'the rate of organ failure between', 'the treatment of chronic constipation in', 'the risk of pulmonary embolism in']"
NN IN NNS IN JJ NN,"['disorder in persons with multiple sclerosis', 'rate for patients with severe paraquat', 'status of patients with generalized malignancy,', 'program for individuals with chronic stroke.', 'control in eyes with angle closure', 'group in terms of caloric intake,', 'placebo in patients with psoriatic arthritis.', 'mania in patients with bipolar disorder.', 'number of survivors with bronchopulmonary dysplasia', 'proportion of patients with confirmed disability', '(CT) in individuals with bipolar disorders.', 'group of patients at high risk', 'gap in cases of velopharyngeal insufficiency', 'effectiveness of programs for different age', 'distress in women with primary dysmenorrhea.', 'aggregation in patients with peripheral vascular', 'disorder in patients with multiple sclerosis', '(TBC) in patients with cystic fibrosis', 'self-efficacy in adults with cystic fibrosis', 'treatment for women with intra-amnionic infection.', 'failure for patients with chemosensitive disease.', 'protocol in terms of reduced stimulation', 'emphysema in patients with alpha(1)-antitrypsin deficiency.', 'strength in patients with idiopathic car', 'physiotherapy in patients with cystic fibrosis', 'production for patients with cleft palate', 'reduction in infants during routine immunization', 'status in children with cystic fibrosis.', 'number of fractures in elderly individuals.', 'management of requests for same-day appointments,', '(CT) in patients with bipolar disorders.', 'shunt in babies with post-haemorrhagic hydrocephalus.', 'option for patients with bulky stage', 'care in terms of social functioning', 'index of changes in nutritional status', 'population of patients with severe asthma', 'mortality in patients with severe acute', '(IVF) in couples with non-male-factor infertility.', 'disorder in patients with multiple sclerosis?', 'closure in patients with submucous cleft', 'status in children with cystic fibrosis?', 'treatment for patients with advanced gastric', 'treatment for patients with cervical dystonia', 'number of patients with fecal incontinence', 'behavior, in patients with autistic disorder.', 'treatment of patients with organophosphorous pesticide', 'augmentation in patients with first-episode psychosis']"
NN IN DT JJ NN IN,"['weight during the first week of', 'levels, with a significant decrease in', 'group, with no significant difference between', 'difference in the annual rate of', 'role of this new approach in', '(SNS) in a significant number of', 'stay in the intensive care unit,', 'benefit of an adjuvant AV-fistula on', 'removal of the deciduous canine as', 'work-up with the diagnostic yield of', 'men) with a mean age of', 'groups, with an effectiveness rate of', 'distress, with a significant reduction in', 'respectively, with a significant difference in', 'effectiveness of the community-based program in', 'violation within the first year by', 'use in the general population with', 'cholecystectomy with a mean interval of', 'flow, with a significant increase in', 'impact of a brief intervention on', 'malignancy, with a particular effect on', 'efficacy of a task-orientated program in', 'deprenyl as a therapeutic agent for', 'use of a triphasic pill with', 'use of a multimodal package in', 'agonist on the glycine site of', 'effectiveness of a screening program for', 'information about the specific situation in', 'management of the third stage of', 'months, with a significant reduction in', 'manner, at an initial dose of', 'difference in the mean number of', 'augmentation of the analgesic activity of', 'pill with a fixed dose of', 'duration of the third stage of', 'gap at the velopharyngeal sphincter during', 'implantation of a permanent stimulator under', 'care unit, the total length of']"
DT JJ NN IN DT NN,"['a significant reduction in the recurrence', 'a general summary of a piece', 'a significant reduction in the prevalence', 'a promising agent for the treatment', 'a useful adjunct in the treatment', 'a detrimental role in the progression', 'a vital ingredient in the success', ""the patient's view of the familiarity"", 'a standard nipple with a crosscut', 'the headgear group In the study', 'the conventional treatment for the treatment', 'the second year, after the interlock', 'the first year of the study.', 'the primary endpoint for a study', 'The median survival for the intervention', 'the final period of the study', 'All objective measurements, with the exception', 'a significant reduction in the time', 'a significant reduction in the use', 'a significant impact on the efficacy', 'no significant difference in the incidence', 'the same thickness as the magnet', 'The mean size of the gap', 'the first part of the study', 'no significant difference in the duration', 'a significant decrease in the frequency', 'a permanent stimulator under the skin', 'The diagnostic yield of the heuristic', 'the follicular phase between the treatments.', 'no significant increase in the rate', 'the residual size of The topic', 'an effective treatment for The study', 'the same device with the addition', 'a significant reduction in the number', 'no significant difference in the rate', 'no significant difference in the reduction', 'a systematic review of the literature', 'a useful agent for the promotion', 'this new approach in the care', 'an adjuvant AV-fistula on the patency', 'a beneficial role in the treatment']"
DT NN IN DT JJ NN,"['the effectiveness of a screening program', 'a summary of a specific text,', 'a correlation with the daily dose', 'a technique for the first day', 'the removal of the deciduous canine', 'The purpose of this study-specific archwire', 'the efficacy of a brief intervention,', 'the performance of an electronic computer', 'the impact of a brief intervention', 'a technique for the first time.', 'the efficacy of the antiglucocorticoid agent', 'the efficacy of the anticonvulsant drug', 'the extraction of the deciduous canine', 'the use of a continuous spike.', 'the use of a cervical-pull headgear,', 'a technique for the first method.', 'the effectiveness of a home-based intervention', 'The purpose of the clinical trial', 'The incidence of the primary outcome', 'the incidence of the primary outcome', 'the exception of the end-diastolic blood', 'the use of a cervical-pull headgear.', 'the effect of a community-based tai', 'the gap at the velopharyngeal sphincter', 'the duration of the third stage', 'the role of this new approach', 'the management of the third stage', 'the efficacy of a task-orientated program', 'the effectiveness of the community-based program', 'the effectiveness of the positive expiratory', 'the impact of a social marketing', 'the use of a triphasic pill', 'the implantation of a permanent stimulator', 'the benefit of an adjuvant AV-fistula', 'an improvement in the overall fertilization', 'the use of a multimodal package', 'an influence on the endogenous creatinine']"
JJ NN IN DT JJ NN,"['significant augmentation of the analgesic activity', 'urine flow, with a significant increase', 'partial agonist on the glycine site', 'generalized malignancy, with a particular effect', 'diagnostic yield of the recommended criteria', 'cervical ripening by the following pregnancy', 'erythropoetin (epoetin) with the same dose', 'significant difference in the mean time', 'trigeminal neuralgia in a double-blind cross-over', 'single-tooth replacement in the upper arch.', 'low-dose atorvastatin as an add-on therapy', 'deciduous canine as an isolated measure', 'triphasic pill with a staggered hormonal', 'groups: extraction of the deciduous canine', 'significant difference in the mean number', 'streamlined surgery, with no internal limiting', 'primary closure of the common bile', 'delayed resorption of this fluid contribute', 'significant difference in the annual rate', 'mean duration of the third stage', ""direct impact of the 'active management'"", 'gram-negative organisms, with a similar cure', 'vertical jump with all orthotic conditions,', 'T-tube drainage of the common bile', 'Complete resection of all macroscopic disease', 'menstrual distress, with a significant reduction', 'biliary pancreatitis in the intensive care', 'iodine excretion in the treated group', 'systematic use in the general population', 'monophasic pill with a fixed dose', 'intensive care unit, the total length', 'chronic osteomyelitis, with a similar cure', 'mean area under the concentration-time curve', 'further work-up with the diagnostic yield', 'brief overview of the main points,', 'spinal manipulation versus a sham manipulation', 'only, extraction of the deciduous canine']"
DT NN IN JJ NN NN,"['the frequency of residual velopharyngeal insufficiency.', 'the basis of transcutaneous oxygen pressure', 'The cost-utility of early laparoscopic cholecystectomy', 'the intervention on self-efficacy, outcome expectations,', 'A comparison of low-dose fluphenazine decanoate', 'the use of early endoscopic intervention', 'the incidence of chronic lung disease.', 'the comparison of low-dose fluphenazine decanoate', 'The treatment of chronic kidney disease', 'the frequency of residual velopharyngeal insufficiency', 'the treatment of distal radius fracture', 'the cost-effectiveness of external drainage stents.', 'the impact of non-scrubbed operating room', 'the duration of general illness, sore', 'the emergence of zidovudine-resistant virus isolates.', 'the treatment of chronic kidney disease', 'that treatment with alpha(1)-AT augmentation therapy', 'the treatment of amoebic liver abscess.', 'The calcimetatreatment of chronic kidney disease', 'the importance of drug-related drugstonl: intention', 'the incidence of bronchopulmonary dysplasia (BPD)', 'the efficacy of early endoscopic intervention', 'the efficacy of cognitive therapy (CT)', 'the treatment of acute gallstone pancreatitis.', 'the effectiveness of oral carbamazepine, flunarizine,', 'the responsiveness of systemic blood pressure', 'the exception of end-diastolic blood flow', 'the change in diastolic blood pressure', 'the use of low-molecular-weight heparin (tinzaparin)', 'the cost-utility of early laparoscopic cholecystectomy', 'the treatment of simple corneal abrasion.', 'the need for innovative management approaches.', 'the efficacy of cognitive-behavioural therapy (CT)', 'the effectiveness of sacral nerve stimulation', 'the effectiveness of low-dose fluphenazine decanoate', 'the role of thermal stimulation (TS)', 'the management of symptomatic alcohol withdrawal', 'the treatment of active rheumatoid arthritis', 'the use of spinal cord stimulation', 'the production of red blood cells.']"
NN IN DT JJ NN NN,"['rate in the untreated control group.', 'time in the intensive care unit', 'medication with a particular time, place,', 'treatment in a specialized stroke unit', 'placebo for both primary end points.', 'organisms, with a similar cure rate', 'improvement in the overall fertilization rate.', '(PRP) in a double-blind cross-over study', 'myopia, with a mean myopia progression', 'purpose of this study-specific archwire placement', 'impact of a social marketing campaign', 'drainage of the common bile duct', ""impact of the 'active management' policy"", 'efficacy of the anticonvulsant drug phenytoin', 'efficacy of the antiglucocorticoid agent metyrapone', 'effect of a community-based tai chi', 'pill with a staggered hormonal dose', 'bypass with a distal vein cuff.', 'carbamazepine in a double-blind crossover trial', 'osteomyelitis, with a similar cure rate', 'rate than the anterior approach group.', 'surgery, with no internal limiting membrane', 'closure of the common bile duct', 'evidence that a multimodal management protocol', 'safety of the antifungal agent itraconazole', 'efficacy of the anticonvulsant drug desipramine', 'influence on the endogenous creatinine clearance.', 'neuralgia in a double-blind cross-over study.', 'correlation with the daily dose taken,', 'exception of the end-diastolic blood flow', 'bypass with a distal vein cuff', 'effectiveness of the positive expiratory pressure', 'pancreatitis in the intensive care unit.']"
IN DT NN IN JJ JJ,"['in the treatment of chronic low', 'on the recurrence of phenytoin-induced gingival', 'in the treatment of psychotic major', 'on the use of ethyl-eicosapentaenoate (E-EPA)', 'in the treatment of acute pulmonary', 'on the treatment of anterior open', 'if the availability of extra pressure-relieving', 'for the treatment of uncomplicated urinary', 'for the treatment of various neurological', 'for the treatment of disseminated intravascular', 'with the use of local anaesthetic', 'in the treatment of intrauterine contraceptive', 'on the degree of clinical cervical', 'during the period of low functional', 'for the treatment of chronic low', 'for the treatment of acute psychiatric', 'in the treatment of allergic bronchopulmonary', 'in the treatment of impulsive aggressive', 'on the use of sucrose, sweet', 'in the treatment of acute bipolar', 'in the treatment of major depressive', 'for the treatment of acute ischemic', 'for the treatment of chronic obstructive', 'that the number of ocular hypotensive', 'whether the addition of antenatal thyrotropin-releasing', 'for the treatment of small hepatocellular', 'of the treatment of uncomplicated urinary', 'in the treatment of steroid-dependent ulcerative', 'in the treatment of uncomplicated urinary']"
NN NN JJ NN JJ NN,"['hypoechogenic content, specific dorsal sonic enhancement,', 'wasepoch treatment waserective treatment waseffective treatment', 'insulin diabetes; toothowlow insulin toothowlow insulin', 'treatment; treatment; treatment; treatment wasith-treatment treatment', 'wastravidoxication treatment washermitical treatment wastaimoxidical treatment']"
NN NNP NN CC NN NNP,"['counseling, HIV testing and counseling, HIV', 'treatment, HIV testing and counseling, HIV']"
NN NN IN DT JJ NN,"['laparoscopic cholecystectomy with a mean interval', 'mortality rate than the anterior approach', 'birth weight during the first week', 'stroke treatment in a specialized stroke', 'cholesterol levels, with a significant decrease', 'platelet count from the postoperative peak', 'success rate in the untreated control', 'closure group than the nonclosure group,', 'stimulation (SNS) in a significant number', ""group' (none of the non-scrubbed staff"", 'information spironolactation after the early recovery,', 'phenomenon (PRP) in a double-blind cross-over', 'transient tachypnea of the newborn (TTN).', 'maintenance therapy in a randomised trial.""', 'grip strength in the surgical group', 'foot type, during the single-leg squat', 'traffic violation within the first year']"
NN NN JJ NN NN NN,"['duration, severity, cold sensation, numbness, pain,', 'wastravidication therapy wascephin vitro treatment wastravidoxication', 'diabetes; diabetes; diabetes;toothillowlow insulin diabetes; diabetes;', 'labour length, neonatal wellbeing (Apgar scores)', 'problems, fatigue, sedation, transient paraesthesias, nausea,', 'treatment treatment treatment;-treatment treatment treatment treatment', 'intakes, length gain, head circumference gain,']"
IN JJ NN IN DT NN,"['for manual removal of the placenta,', 'of plasma exchange in this population.', 'with urinary hCG in the treatment', 'under vascular exclusion of the liver', 'with osteoarthritis (OA) of the knee.', 'with human chorionancement in the laboratory', 'for manual removal of the placenta.', 'that complete resection of all macroscopic', 'of hypnotic analgesia as an adjunct', 'of psoriatic arthritis, with a trend', 'with human chorionancement owlowowlobillowowowlowloothowowowowowowowowowowowowowowowowowowowowowowowowowowmitzecemitzeckillowowowowowillowillowcececemitzezecemitzecemitoecemitowowowowowcecececemitillowillowillowmitcecececececececececececececemitillowceceillowledgeillowlapceillowcececececeillowillowmitcececececeillowillowillowcellacececececececececececececececececemitmitcececececececececececemitcecemitcemitcececece The study', 'of faecal impaction in a multicentre,', 'of oral isotretinoin for the prevention', 'with methotrexate (MTX) for the treatment', 'in obvious retardation in the progress', 'of tooth extraction; in the control', 'with withb withb with This study', 'of patient selection on the basis', 'of oral intake, while the retroperitoneoscopic', 'that iodine supplementation through the consumption', 'of low-dose baclofen in the management', 'of warm ischemia in this technique', 'of low-dose heparin for the treatment', 'by deep injection into the substance', 'of intraventricular streptokinase for this purpose']"
NN IN NN IN DT NN,"['trial of treatment with either itraconazole', 'mm2 of copper in the form', 'use of methotrexate in the treatment', 'olanzapine with placebo for the treatment', 'efficacy of infliximab in the treatment', 'aromatherapy during labor as a care', 'study of methotrexate in the treatment', 'risk of therapy in each individual', 'literature on exercise as a strategy', 'combination with acetaminophen for the treatment', 'headgear in combination with the extraction', 'session of counseling by a nutritionist,', 'loss of interest in the field', 'use of duodenoscopy in the diagnosis', 'resection for carcinoma of the caput', 'role of aspiration in the treatment', 'speed of reepithelialization, while another study', 'use of methotrexate in the treatment.', 'trend of protection against the progression', 'liver with preservation of the caval', 'effectiveness of metformin in this population.', 'favor of flunarizine in a subgroup', 'duration of hospitalization in the tinzaparin', 'impact of primaquine on the life', 'exclusion with preservation of the caval', 'safety of tramadol in the treatment']"
JJ NN NN JJ NN NN,"['frequency, duration, severity, cold sensation, numbness,', 'statewide ignition interlock license restriction program', 'fluency, language content, overall aphasia severity,', 'caloric intakes, length gain, head circumference']"
IN DT JJ NN IN DT,"['that the mean area under the', 'of a triphasic pill with a', 'in the intensive care unit, the', 'of the same thickness as the', 'of this new approach in the', 'as an adjuvant approach for the', 'with a significant reduction in the', 'with the diagnostic yield of the', 'with the vertical jump with all', 'with no significant difference between the', 'of an adjuvant AV-fistula on the', 'for the first time in the', 'in the first year of the', 'of a permanent stimulator under the', 'with the conventional treatment for the', 'of the same day of a', 'on the cognitive subscale of the', 'with a similar prognosis for both', 'during the final period of the', 'on the glycine site of the', 'in the second year, after the', 'for a general summary of a', 'of the deciduous canine as an', 'from the first part of the', ""on the patient's view of the"", 'during the follicular phase between the', 'with the headgear group In the']"
NN VBD DT JJ NN IN,"['study found a significant increase in', 'pressure showed any significant change during', 'home, was an effective method of', 'trial examined the long-term effect of', 'group demonstrated no significant difference in', 'caffeine potentiated the analgesic activity of', 'study was a systematic review of', 'placebo, found no significant difference in', 'study found no beneficial effect of', 'activity had a negative effect on', 'surveillance showed no associated decrease in', 'care had no beneficial effect on', 'study reported a significant reduction in', 'group showed a clear advantage over', 'study was a small population of', 'measure was the annual rate of', 'technique combined the first procedure with', 'study found no significant difference in', 'curve (AUC), the main component of', 'study evaluated a community-based program for', 'study investigated the potential use of', 'aid had a significant improvement in', 'therapy experienced a significant delay in', 'flunarizine had no significant effect on', 'clioquinol had a significant reduction in']"
NN IN NN IN NN IN,"['intractification of course of course of', 'Theile of course of course of', 'loss of sense of vibration in', 'reduction in risk of recurrence in', 'course of course of course of', 'mechanism of action of risperidone in', 'difference in favor of flunarizine in', 'withb with b with b with', 'use of aromatherapy during labor as', 'intractable of course of course of', 'course of lung of course, with', 'safety of olanzapine with placebo for', 'washeffective of course of course of', 'safety of aromatherapy for agitation in', 'Therapherty of therapeuticality of therapeuticalty of']"
DT JJ NN IN JJ NN,"['no therapeutic advantage over conventional radiation', 'a significant reduction in erythrocyte sedimentation', 'a 12-day course of inhaled beclomethasone', 'the acute phase of ischemic stroke', 'a 12-week course of oral prednisolone', 'a screening program for visual impairment', 'either visual feedback for tongue placement', 'a first episode of biliary colic', 'no beneficial effect of low-dose atorvastatin', 'a clinical diagnosis of faecal impaction', 'no significant difference in axial length', 'a significant increase in osmolal clearance.', 'a safe method for placental delivery.', 'the total length of court-ordered outpatient', 'a brief intervention with free nicotine', 'a significant reduction in intraventricular hemorrhage', 'the individual determination of neuroleptic threshold', 'the overall rate of pancreatic fistula,', 'the general population with venous thromboembolism', 'a multimodal package in colorectal cancer', 'The annual increase in adjusted lumbar', 'the self-reported frequency of fecal incontinence', 'all infants, regardless of anesthetic technique,', 'a systematic treatment for opioid dependence', 'no previous experience of cervical surgery.', 'a common finding in acute stroke,', 'no beneficial effect on functional outcome', 'A significant improvement in functional outcome', 'a mean gain in visual acuity', 'a significant increase in urinary estrogen', 'no significant difference in surgical site', 'the human liver against ischemia-reperfusion injury']"
JJ NN IN JJ NN NN,"['insulinlowlow insulin toothlowlowlow insulinlow insulinlow insulinlowlowlowlowlowlowslow', 'total length of court-ordered outpatient commitments.', 'heightened incidence of biliary infection, bacteremia,', 'acute phase of ischemic stroke treatment', 'basic information on human immunodeficiency virus', 'significant difference in axial length elongation', 'preterm labor with intravenous magnesium sulfate', 'pulse treatment with long-term steroid therapy', 'overall rate of pancreatic fistula, morbidity,', 'individual determination of neuroleptic threshold (NT)', 'significant increase in urinary estrogen excretion', 'brief intervention with free nicotine patches.', 'a-to-day treatment of chronic kidney disease', 'significant reduction in erythrocyte sedimentation rate', 'significant reduction in intraventricular hemorrhage (IVH)', 'offthephothehedrop-toothrapment theraphedrop offthephillue toothilluephillue toothhephrographs toothrophephillue', 'monoclonal gammopathy of undetermined significance (MGUS)', 'reduced incidence of sudden infant death', 'high-dose methotrexate with citrovorum factor rescue', 'a-day treatment of chronic kidney disease', 'high-dose chemotherapy without stem-cell transplantation (Dexa-BEAM).', 'multimodal package in colorectal cancer surgery', 'effective treatment for ulcerative colitis; however,', 'significant difference in surgical site infection', 'cervical cancer, with negative lymph nodes,', 'neuropsychological functioning in chronic schizophrenia patients.', 'therapeutic advantage over conventional radiation therapy', 'upper limb in acute stroke patients.', 'achronic treatment of chronic kidney disease', 'a-to-day-day treatment of chronic kidney disease']"
NN JJ NN JJ NN NN,"['treatment; treatment; treatment wasith-treatment treatment treatment;', 'drug use, drug use, drug use', 'treatment wastaimoxidical treatment washermineral treatment wastherapy.', 'cholecystectomy, operative time, postoperative hospital stay,', 'treatment washermitical treatment wascephical treatment wasepoch', 'treatment waserective treatment waseffective treatment wascectomy']"
NN NN NN JJ NN NN,"['insulin diabetes; diabetes; diabetes;toothillowlow insulin diabetes;', 'sensation, numbness, pain, cold water provocation,', 'peak flow rate, erythrocyte sedimentation rate', 'treatment treatment treatment treatment;-treatment treatment treatment', 'treatment wastravidication therapy wascephin vitro treatment', 'pain relief methods: transcutaneous nerve stimulation', 'memory problems, fatigue, sedation, transient paraesthesias,']"
IN DT JJ NN IN NN,"[""on a patient's quality of life."", 'unit, the total length of hospitalization,', 'with a substantial decrease in mortality', 'in all impaired quality of life', 'with a 10-day course of loracarbef,', 'of an elemental diet on growth', 'by a long-term treatment with intranasal', 'in the postoperative period between closure', 'with either pulsatile spironolactone on top', 'of the third stage of labour.', 'with a reduced rate of cesarean', 'at the velopharyngeal sphincter during speech', 'of a brief intervention on antepartum', 'as an add-on treatment in chronic,', 'in a short period of time.', 'in the intramuscular group at day', 'that a good outcome at discharge,', 'during the first week of life', 'of the third stage of labor.', 'with a significant difference in favor', 'with a cervical length of >', 'of the analgesic activity of acetaminophen', 'during the first month of treatment,', 'in the first year of treatment', ""that a partner's provision of support"", 'of the third stage of labor', 'with a significant reduction in plasma', 'by the second year of follow-up.']"
NN IN JJ NN IN DT,"['use of intraventricular streptokinase for this', 'value of patient selection on the', 'rate of organ failure between the', 'efficacy of oral isotretinoin for the', 'combination with methotrexate (MTX) for the', 'hepatectomy under vascular exclusion of the', 'treatment of oropharyngeal candidiasis, with a', 'use of low-dose baclofen in the', 'efficacy of plasma exchange in this', 'treatment with erythropoetin (epoetin) with the', 'time of tooth extraction; in the', ""''b with withb withb with This"", 'dose of 40-50 mg/kg/d as a', 'use of hypnotic analgesia as an', 'need for manual removal of the', 'diagnosis of faecal impaction in a', 'treatment of psoriatic arthritis, with a', 'level of menstrual distress, with a', 'use of intracervical lignocaine with that', 'process for opioid dependence in the', 'effect of low-dose atorvastatin as an', 'resumption of oral intake, while the']"
JJ NN IN NNS IN JJ,"['antibiotic treatment for women with intra-amnionic', 'depressive disorder in persons with multiple', 'cost-effective treatment for patients with advanced', 'social recovery in patients with acute', 'effective treatment for patients with cervical', 'adjuvant therapy in patients with deep-risk', 'pulmonary embolism in patients with proximal', 'interferon beta-1b on patients with primary', 'conservative treatment in patients with acute', 'depressive disorder in patients with multiple', 'conventional treatment in patients with acute', 'grip strength in patients with idiopathic', 'palatal closure in patients with submucous', 'oral candidiasis in patients with neoplastic', 'ethyl-EPA augmentation in patients with first-episode', 'functional index of changes in nutritional', 'first-line treatment in adults with partial', 'conventional physiotherapy in patients with cystic', 'clinical study of patients with spondylotic', 'immune status of patients with generalized', 'menstrual distress in women with primary', 'self-injurious behavior, in patients with autistic', 'nutritional status in children with cystic', 'sexual functioning in outpatients with risperidone-associated', 'pulmonary emphysema in patients with alpha(1)-antitrypsin', 'significant number of patients with fecal', 'small population of patients with severe', 'ventriculoperitoneal shunt in babies with post-haemorrhagic']"
NN CC NN IN DT NN,"['balance and gait among the tai', 'knowledge and skills, although the evidence', 'enhancement, and location near the liver', 'efficacy and safety of a self-efficacy', 'olanzapine and divalproex for the treatment', 'spine and hip in the prednisone', 'atorvastatin or placebo for a period', 'triflusal and aspirin in the prevention', 'flunarizine, and lamotrigine for the treatment', 'nafcillin, and imipenem-cilastatin for the treatment', '(tPA), and heparin in the treatment', 'safety and stability in this comparison.', 'imipramine and phenelzine in the treatment', 'closure and nonclosure of the peritoneum', 'depression and improvement in the pain', 'rhabdomyolysis and myoglobinuria in the atorvastatin', 'safety and efficacy of the treatment,', 'desipramine and placebo in the treatment', 'activity or sport of the individual.', 'offtime) and time of the patient', 'oxytocin and ergometrine) in the management', 'development and testing of a model', 'removal and replacement of the splint.', 'divalproex and naltrexone in This study', 'olanzapine and valproate for the treatment', 'evaluation and prediction of the effect']"
NNP NNP NNP NNP NNP NNP,"['New Long-Acting Neuroleptic: A Double-Blind Study', 'Peer Assessment Rating (PAR) Index: Lower', ""Unified Parkinson's Disease Rating Scale (UPDRS)"", 'Western Spasmodic Torticollis Rating Scale (TWSTRS)', '.. .. .. .. .. ..', 'Toronto Western Spasmodic Torticollis Rating Scale', '* * * * * *']"
NN IN JJ JJ NN NN,"['degree of clinical cervical cord involvement:', 'treatment of uncomplicated urinary tract infections.', 'treatment of psychotic major depression (PMD).', 'efficacy of intermittent pneumatic compression (IPC)', 'trend of reduced cesarean section rates,', 'treatment of allergic bronchopulmonary aspergillosis (ABPA).', 'option for acute renal failure (ARF)', 'rate of pathological umbilical artery pH', 'edema after branch retinal vein occlusion', 'cost per additional quality-adjusted life year', 'incidence of cystic periventricular leukomalacia (CPL)', 'stimulation with recombinant human chorionancement (hCG)', 'trial of human recombinant erythropoietin (r-HuEPO)', 'period of low functional lactase activity', 'use of additional individualized velopharyngeal surgery', 'treatment of disseminated intravascular coagulation (DIC).', 'effectiveness of different iodine supplementation methods.', 'risk of febrile nonhemolytic transfusion reactions.', 'addition of antenatal thyrotropin-releasing hormone (400', 'combination with percutaneous therapeutic needle aspiration.', 'procedure with additional individualized velopharyngeal surgery,', 'type of nonsteroidal anti-inflammatory drug (NSAID)', 'treatment of small hepatocellular carcinoma (HCC)']"
JJ NN NN NN NN NN,"['toothilluephillue toothhephrographs toothrophephillue toothilluephilluephothill toothillillillillillue toothilluephilluephilluephill', 'ithowtackticebochothowtacktacktacktacktacktitchtacktacktitchtacktothowtitchtitchtchiectomytchie antibioticitchlapigntigntitchlapigntigntithitchillowitchillowtilticectomymiteeeechitchlapigntillowtitchillowitchillowtiltiltitchlapigntigntillowlapigntillowitchlapigntillowitchiltitchowitchlapigntmiteeitchlapigntmiteeitchlapitowitchlapitnitchillowitchillowtchieithitchiltitmitmiteeitchiltitmitlapitowtiltitledgeigntiltithiltillowtmitiltitchmitiltillowtatch andiltillowtmitiltiltiltmitmitmitmit andmit andmitmitlapmitmitmitmitlapmitiltmitlapmitmitiltmitmitiltmit andmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmitmit', 'treatment; treatment; treatment treatment treatment treatment;', 'treatment; treatment;synthesis treatment treatment treatment treatment', 'Therapeutic surgery surgery surgery surgery surgery', 'waseffective treatment wascectomy treatment waseprogram treatment', 'treatment;-treatment treatment treatment treatment treatment treatment', 'Therapeutic surgery surgery surgery surgery surgery,', 'information: endotonic, endotonic, endotrinity sodium nitroprussify,']"
