template,text
JJ CC JJ NN WDT VBZ,"['worthy and independent film that feels', 'climactic and unforgettable ending, which is', 'disappointing and unoriginal film that fails', 'poignant and intimate drama that explores', 'flawed but thought-provoking film that explores', 'thought-provoking and timely film that sheds', 'painful and sad film that explores', 'quiet and subtle approach that reveals', 'flawed but enjoyable film that is', 'unique and current film that nods', 'funny and entertaining film that captures', 'powerful and emotional docudrama that tells', 'unsettling, and thought-provoking film that is', 'shot and well-acted drama that explores', 'disappointing and unnecessary sequel that fails', 'well-acted and enjoyable film that is', 'resonant, and thought-provoking film that features', 'entertaining and stylish film that is', 'sweet and enjoyable movie that is', 'well-crafted and engaging film that explores', 'disappointing and unmemorable film that fails', 'stylish and intriguing film that is', 'misguided and delirious film that is', 'stunning and thought-provoking work that explores', 'disappointing and formulaic adaptation that fails', 'fascinating and timely documentary that sheds', 'spontaneous and stripped-down style that is', 'thought-provoking and suspenseful thriller that explores', 'psychedelic and trashy film that embodies', 'stylish and thought-provoking film that raises', 'well-made and well-acted film that is', 'complex and challenging film that raises', 'flawed and imperfect film that fails', 'disappointing and unexciting film that fails', 'joyous and entertaining watch that affirms', 'solid and impactful drama that is', 'thought-provoking and unsettling film that explores', 'controversial and thought-provoking film that explores', '""feel-good"" and ""inspirational"" tale that tackles', 'hilarious and entertaining film that showcases', 'light and unassuming comedy that explores', 'powerful and mesmerizing film that takes', 'powerful and intense drama that explores', ""flawed and uneven film that doesn't"", 'disappointing and unfunny film that is', 'lighthearted and humorous tone that makes', 'thought-provoking and entertaining film that serves', 'forgettable and uninspired caper that fails', 'gorgeous and enjoyable film that proves', 'chaotic and overwhelming film that suffers', 'unique and operatic style that blends', 'thought-provoking and offbeat drama that explores', 'disappointing and frustrating film that fails', 'sweet and likeable tale that leaves', 'significant and challenging film that demands', 'thoughtful and original film that is', 'convoluted and preposterous narrative that is', 'delightful and entertaining film that rewards', 'joyful and accomplished movie that is', 'thought-provoking and entertaining film that proves', 'powerful and thought-provoking work that lingers', 'disappointing and unwatchable film that mistakes', 'charming and thought-provoking divertissement that showcases']"
NN CC JJ NN DT NN,"['exciting and violent content, the film', 'action and special effects, the movie', ""movie, but overall, it's a remake"", 'passionate and emotive soundtrack, the movie', ""potential, but overall, it's a fun""]"
NNP VBP RB JJ IN JJ,"['Wave"" are overwhelmingly positive, with many', 'Chair"" are largely positive, with many', 'Honda are overwhelmingly positive, with many', 'Man are overwhelmingly positive, with many', 'Butler, are also panned, with many', 'Snow"" are largely positive, with many', 'Prada"" are largely positive, with many', 'Presents"" are largely positive, with many', 'Secret"" are largely negative, with many', 'Nothing"" are overwhelmingly positive, with many', 'Foxx are particularly highlighted, with many', 'July"" are largely positive, with many', 'Thirty"" are overwhelmingly positive, with many', '""Dunkirk"" are overwhelmingly positive, with many', 'Cage"" are largely negative, with many', 'Know"" are largely negative, with many', 'Lies"" are overwhelmingly negative, with many', 'Hell"" are overwhelmingly positive, with many', 'Mercy"" are generally positive, with many', 'Spider-Verse"" are overwhelmingly positive, with many', 'Money"" are largely positive, with many', 'You"" are largely positive, with many', 'Dreamz"" are largely negative, with many', 'Away are overwhelmingly positive, with many', 'Shue are particularly highlighted, with many', 'Chumscrubber"" are largely negative, with many', 'Lunchbox"" are overwhelmingly positive, with many', 'Story"" are overwhelmingly positive, with many', 'Frankenstein"" are generally positive, with many', 'It"" are largely positive, with many', 'Love"" are largely negative, with many', 'War"" are largely positive, with many', 'Plan"" are largely positive, with many', 'Insult"" are overwhelmingly positive, with many', 'Misfits"" are overwhelmingly positive, with many', 'Mavericks"" are largely negative, with many', 'Cutoff"" are overwhelmingly positive, with many', 'England"" are overwhelmingly positive, with many', 'Wellness"" are largely negative, with many', 'Tales"" are largely negative, with many', 'Man"" are largely negative, with many', 'Dodger"" are overwhelmingly positive, with many', 'Citizen"" are overwhelmingly negative, with many', 'City"" are largely negative, with many', 'Fear"" are largely positive, with many', 'Lives"" are largely positive, with many', 'Mile are overwhelmingly positive, with many', 'Friel are particularly praised, with many', 'Story are overwhelmingly positive, with many', 'Cow"" are overwhelmingly positive, with many', 'Loot"" are overwhelmingly positive, with many', 'Hard"" are largely negative, with many', 'Name"" are overwhelmingly positive, with many', 'Boy"" are overwhelmingly negative, with many', 'City are overwhelmingly positive, with many', 'Bob"" are generally positive, with many', 'Out"" are overwhelmingly positive, with many', 'United are generally positive, with many', 'Brian"" are overwhelmingly positive, with many', 'Castle"" are overwhelmingly positive, with many', 'Langeais"" are largely positive, with many']"
DT JJ CC JJ NN IN,"['a contemplative and austere portrayal of', 'a beautiful and powerful work of', 'a fresh and enjoyable experience, with', 'a personal and informative look at', 'a dyspeptic and cringe-worthy portrayal of', 'a nuanced and humane portrait of', 'a thought-provoking and ambiguous portrait of', ""a delightful and entertaining movie that's"", 'a rich and evocative sense of', 'the love-hate and competitive nature of', 'a nuanced and unromanticized view of', 'a raw and unapologetic portrayal of', 'a well-crafted and engaging film that', 'a fresh and original work in', 'a small but powerful gem of', 'a whimsical and winsome portrait of', 'a nuanced and balanced perspective on', 'a realistic and relatable portrayal of', 'a visceral and brutal portrayal of', 'a unique and unsettling tale of', 'a subtle and empathetic portrayal of', 'a cheerful and splashy entertainment, with', 'a visceral and unflinching portrayal of', 'a simple and familiar tale of', 'a powerful and emotional portrayal of', 'a humorous and poignant commentary on', 'a disappointing and unfunny take on', 'a fresh and original perspective on', 'a surreal and disorienting world of', 'a sweeping and emotional drama, while', 'a gritty and realistic look at', 'a impressive and promising debut from', 'a thoughtful and nuanced exploration of', 'a disappointing and unoriginal revival of', 'a personal and intimate exploration of', 'a nuanced and non-judgmental portrayal of', 'a poetic and symphonic sense of', 'a nuanced and multifaceted portrait of', 'a masterful and thought-provoking film that', 'a romantic and entertaining film that', 'a respectable and effective entry in', 'a disappointing and forgettable piece of', 'a rich and fascinating glimpse into', 'a complete and nuanced picture of', 'a bold and immersive experience, while', 'a complex and sympathetic portrait of', 'a masterful and unsettling film that', 'a passable but unremarkable adaptation of', 'the rebellious and irreverent spirit of', 'a tender-hearted and nuanced debut by', 'a relatable and thought-provoking portrayal of', 'a powerful and inspiring portrayal of', 'a complex and thought-provoking exploration of', 'a quiet and thoughtful meditation on', 'a powerful and thought-provoking exploration of', 'a nuanced and complex portrayal of']"
NNP NNP VBZ DT JJ CC,"['""The Chumscrubber"" is a disappointing and', 'Midnight Clear"" is a well-crafted and', 'Friend\'s Wedding"" is a flawed but', 'Overall, Anastasia is a gorgeous and', '""Claire\'s Camera"" is a charming and', '""Cold Weather"" is a delightful and', '""Civic Duty"" is a flawed but', '""Leap Year"" is a powerful and', 'Secret Scripture"" is a disappointing and', 'Crying Game is a thought-provoking and', '""Gemini Man"" is a disappointing and', 'Overall, ""Hoosiers"" is a delightful and', 'Wedding Plan"" is a special and', 'Lost City"" is a flawed and', '""Red Planet"" is a disappointing and', 'Empty Pockets"" is a powerful and', '""Meek\'s Cutoff"" is a masterful and', '""Final Portrait"" is a well-made and', '""In Secret"" is a disappointing and', '""The Bay"" is a thought-provoking and', 'Christopher Bell, is a personal and', 'O\'Clock Boys"" is a thought-provoking and', '""The Escape"" is a painful and', '""Red Sparrow"" is a flawed but', 'Red Sonja is a disappointing and', 'Her Eyes"" is a disappointing and', '""The Grifters"" is a stylish and', 'Overall, ""Noi"" is a distinctive and', 'Overall, ""Burning"" is a masterful and', 'Swan III"" is a disappointing and', 'Hong Sang-soo is a light and', '""Lorna\'s Silence"" is a masterful and', '""In Fear"" is a well-crafted and', '""Daddy\'s Home"" is a flawed but', 'Day: Resurgence is a disappointing and', 'Good Man"" is a thought-provoking and', '""The Mule"" is a flawed but', 'Love Guru"" is a disappointing and', 'Overall, ""Teeth"" is a unique and', '""The Dinner"" is a well-acted but', 'San Francisco"" is a stunning and', 'Overall, ""Western"" is a powerful and', '""The Bridge"" is a complex and', 'Great Hack"" is a thought-provoking and', 'Las Vegas"" is a powerful and', 'Baby Gone"" is a impressive and', 'Clockwork Orange"" is a thought-provoking and', 'Overall, ""Coherence"" is a thought-provoking and', 'Bling Ring"" is a stylish and', 'Late Quartet"" is a well-acted and', 'Little Ones"" is a nuanced and', '""Office Space"" is a enjoyable and', 'Grey Zone"" is a significant and', 'Kevin Macdonald is a powerful and', 'Your Door"" is a smart and', 'U Give"" is a powerful and']"
NNS VBP IN DT NN VBZ,"['critics argue that the film is', 'critics acknowledge that the film is', 'critics argue that the film lacks', 'reviewers conclude that the movie is', 'critics note that the plot is', 'Others feel that the story is', 'reviewers feel that the sequel is', 'critics agree that the film is', 'reviewers feel that the film raises', 'reviewers agree that the film is', 'critics conclude that the film is', 'Critics argue that the movie is', 'reviewers feel that the film has', 'reviews suggest that the film is', 'critics note that the film has', 'critics agree that the movie is', 'reviewers feel that the film is', 'reviewers note that the film has', 'critics note that the film follows', 'reviews agree that the movie is', 'critics note that the film raises', 'reviewers feel that the film wastes', 'critics feel that the film is', 'critics note that the film is', 'critics note that the film transcends', 'critics feel that the movie lacks', 'reviewers acknowledge that the film has', 'critics argue that the movie relies', 'reviewers note that the film is', 'critics feel that the film lacks', 'summaries suggest that the film is']"
NNP NNP VBZ DT JJ NN,"['Star Life"" is a gentle, meandering', 'Lost Husband"" is a romantic drama', '""Wild America"" has a nostalgic feel', 'Dark Thirty"" is a powerful, thought-provoking,', 'Z Weinstein, has a fly-on-the-wall feel,', '""Butt Boy"" is a quirky, offbeat', '""Money Train"" is a mediocre action', 'Daniel Day-Lewis gives a masterful performance,', 'Is Born"" is a must-see movie', 'Lowell Sherman, does a ""commendable job"".', 'Black Book"" is a romantic comedy', 'Brian Henson, is a successful take', '""King\'s Ransom"" is a failed comedy', 'Tokyo Godfathers is a moving, enjoyable,', ""Colin Firth, it's a romantic comedy"", 'Robert Redford is a one-man survival', 'Anthony Burgess\' novel, a ""mind-shattering experience""', 'Raid: Redemption is an action-packed film', '""10"": ""10"" is a romantic comedy', 'Overall, ""Marwencol"" is a must-see documentary', '""The Insult"" is a must-see film', 'Way Home"" is a family-friendly adventure', '""Red Planet"" is a mediocre, uninspired,', 'Sound Studio"" is a psychological thriller', 'My Boy"" is a lazy, crass,', '""The Lunchbox"" is a charming, satisfying,', 'Blood Wars is a dull, messy,', 'Left Foot"" is a great film', 'Alien Nation has a promising concept,', 'Alexander Sokurov is a haunting drama', 'Incredible Hulk is a ""pretty good""', '""Film Geek"" has a likable premise', 'Dagur Kari is a quirky coming-of-age', 'Charles Rogers is a satirical comedy', 'Lee Chang-dong is a psychological thriller', 'Bless America"" has some interesting ideas,', 'Jordana Beatty, gives a spunky performance,', 'Winding Refn, uses a unique blend', 'Empty Pockets"" is a unique blend', 'U Give"" is a moving, impactful,', 'Luck Chuck"" is a romantic comedy', 'Barry Sonnenfeld, is a lazy, cheap,', 'Am Michael"" is a biographical drama', '""Baby Geniuses"" is a terrible movie.', 'Wilson\'s War"" is a fun, entertaining', ""Jones's Diary is a fun, entertaining"", '""Barney\'s Version"" is a worthwhile watch', 'Overall, ""Stargate"" is a cinematic fireworks', 'Your Door"" is a post-apocalyptic thriller', 'Dennis Hopper adds a showy turn', '""The Midwife"" is a character-driven drama', 'Iron Man is a fun, entertaining,', 'Overall, ""Duma"" is a ""special event""', 'Polar Bear"" is a feel-good movie', 'Damien Chazelle, demonstrates a natural fluency', 'Only Imagine"" is a faith-based film', '#1 Spot"" is a mixed bag', '""Civic Duty"" is a psychological thriller']"
DT NN VBZ DT JJ NN,"['The film is a gentle, intimate,', 'the film walks a fine line', 'the film has a certain appeal.', 'The movie takes a non-traditional approach', 'the film is a useful introduction', 'the film follows a familiar prestige', 'the film is a fun, escapist', 'the film is an entertaining, energetic,', 'The movie is a contemporary horror', 'the film is a clever homage', 'The film is a big-screen adaptation', 'The movie follows an 81-year-old woman,', ""The review praises the film's ability"", 'The film is a faithful adaptation', 'The film is a significant improvement', 'the film has some structural weaknesses,', 'The movie is a teen comedy', 'The film provides a unique insight', 'the movie is a fun, cheesy,', 'The movie is a lighthearted, feel-good', 'The movie presents a thought-provoking choice', 'the film has some good ideas,', 'The movie is a heartfelt tribute', 'The film is a heist movie', 'the film is a lackluster experience', 'The film is a warts-and-all portrayal', 'the film is a fascinating study', 'The movie is a stimulating delight,', 'the film is a serviceable, low-budget', 'The movie is a ""superior vehicle""', 'The film has a ""heartwarming"" tone,', 'the film has a certain charm.', 'The film is a dark comedy', 'The film features a strong performance', 'the film is a ""real find""', 'the film is a massive improvement', 'The film is a biographical portrait', 'the film has some strong performances,', 'the film is a polarizing work', 'the film has a strong sense', 'the film is a fun, harmless,', 'the film has some nostalgic value', 'the direction lacks the wacky sensibility', 'The movie is a B-grade exercise', 'The film features a slow-burning tension,', 'The film is a quiet, intimate', 'the film is a mixed bag,', 'The film develops a romantic summer', 'the film is a fun, lighthearted,', 'the film is a raunchy, irreverent,', 'The film tackles the sensitive topic', 'The movie tells the true story', 'the film has a certain appeal', 'The film is a visual ode']"
IN DT NNS VBP IN NNP,"['Overall, the reviews suggest that ""Hop""', 'Overall, the reviews suggest that ""The', 'Overall, the reviews suggest that ""Oblivion""', 'Overall, the reviews suggest that Kingsman', 'Overall, the reviews suggest that ""Bad', 'Overall, the reviews suggest that ""Beeswax""', 'Overall, the reviews suggest that ""Why', 'Overall, the reviews suggest that ""A', 'Overall, the reviews suggest that ""We', 'Overall, the reviews suggest that ""Django', 'Overall, the reviews suggest that ""102', 'Overall, the reviews suggest that Straight-Jacket', 'overall, the reviews suggest that ""Lorna\'s', 'Overall, the reviews suggest that ""In', 'Overall, the reviews suggest that District', 'Overall, the reviews suggest that ""Admission""', 'Overall, the reviews suggest that Tokyo', 'Overall, the reviews suggest that ""Mud""', 'Overall, the reviews suggest that ""Daddy\'s', 'Overall, the reviews suggest that ""Meek\'s', 'Overall, the reviews suggest that ""Bob', 'Overall, the reviews suggest that ""1917""', 'Overall, the reviews suggest that Love', 'Overall, the reviews suggest that Iron', 'Overall, the reviews suggest that ""Friday""', 'Overall, the reviews suggest that ""Sinbad:', 'although some critics feel that De', 'Overall, the reviews suggest that CJ7', 'Overall, the reviews suggest that ""Charlie', 'Overall, the summaries suggest that ""A', 'Overall, the reviews suggest that X2:', 'Overall, the summaries suggest that ""The', 'Overall, the reviews suggest that ""Barney\'s', 'Overall, the reviews suggest that ""Maleficent""', 'Overall, the reviews suggest that Pacific', 'Overall, the reviews suggest that ""Appropriate', 'Overall, the reviews suggest that ""Possession""', 'Overall, the reviews suggest that ""Red']"
DT NN IN NNP NNP NNP,"['The reviews for ""Mrs. Henderson Presents""', 'The reviews of Jacques Rivette\'s ""The', ""a summary of Rainer Werner Fassbinder's"", 'The reviews for Underworld: Blood Wars', 'The reviews of Stanley Kubrick\'s ""A', 'The reviews for ""A Late Quartet""', ""The reviews of Brian De Palma's"", 'The reviews of Mel Brooks\' ""Young', 'The reviews for ""The Devil Wears', ""The reviews for Rob Zombie's Halloween"", 'The reviews for ""Charlie Wilson\'s War""', 'The reviews for Walter Hill\'s ""Undisputed""', 'The reviews for ""A Knight\'s Tale""', ""The reviews for Wes Craven's Scream"", 'The reviews of ""The Bling Ring""', 'The reviews of ""Law Abiding Citizen""', 'The reviews for Nutty Professor II:', ""The reviews for Philip Seymour Hoffman's"", 'The reviews for ""The Puffy Chair""', 'The reviews for ""The Angry Birds', 'The reviews for ""Recess: School\'s Out""', 'a summary of Drive Me Crazy:', 'The reviews of ""Zero Dark Thirty""', 'The reviews for Star Wars: Episode', 'The reviews for Independence Day: Resurgence', 'The reviews for ""A Five Star', 'The reviews for Zombieland: Double Tap', 'The reviews for ""Herbie: Fully Loaded""', 'The reviews for Nanny McPhee Returns', 'The reviews for Danny Boyle\'s ""Trance""', ""the treatment of Jennifer Jason Leigh's"", 'The reviews for ""The Astronaut Farmer""', 'The reviews for ""The Limehouse Golem""', 'The reviews of Monty Python\'s ""The', 'The reviews of ""Tristram Shandy: A', 'The reviews for ""A Street Cat', 'The reviews for Bobcat Goldthwait\'s ""God', 'The reviews for Agent Cody Banks', 'The reviews for Resident Evil: Extinction', 'The reviews for ""The Mighty Macs""', 'the story of George Webber (Dudley', 'The reviews for Resident Evil: Afterlife', 'The reviews of ""The Grey Zone""', 'The reviews of Oliver Stone\'s ""Alexander""', 'The reviews for ""The Spy Who', 'The reviews for Sam Raimi\'s ""Drag', 'The reviews of ""This Boy\'s Life""', 'The reviews for ""A Star Is', 'The reviews for ""The Game"" (1997)', 'The review of ""Barney\'s Great Adventure""', 'The reviews of John Carpenter\'s ""They']"
JJ CC JJ NN DT NN,"[""lighthearted and playful tone, the movie's"", 'attractive and charismatic actors, the movie']"
VBP VBN IN DT NNS VBG,"['are divided, with some critics finding', 'are divided, with some critics calling', 'are mixed, with some critics finding', 'are mixed, with some critics praising', 'are varied, with some reviewers finding']"
IN DT NN VBZ DT JJ,"['while the film has some strong', 'that the film has a strong', 'that the film is a low-key,', 'that the movie is a disappointing', 'that the film is a fun,', 'that the movie is a fun,', 'that the film is a predictable,', 'that the film is a polarizing', 'that the film is a middling,', 'that the film is a non-stop,', 'that the film is a well-meaning', 'that the film has some nostalgic', 'Ultimately, the film is a personal', 'Overall, the film is a well-made', 'Overall, the film is a mixed', 'that the film is a well-crafted,', 'that the film walks a fine', 'that the film is a serviceable,', 'that the film is a useful', 'Overall, the film is a delightful', 'that the film has some positive', 'that the film is an enjoyable', 'While the film has a well-intentioned', 'While the film has some structural', 'Overall, the film is a simple', 'that the film is a raunchy,', 'that the movie is an entertaining', 'that the film follows a familiar', 'that the film is an over-the-top,', 'that the film is a mindless,', 'Overall, the film is a massive', 'that the movie is a solid,', 'that the film provides a fascinating', 'Overall, the film is a disappointing', 'that the film has a certain', 'that the film is a clever', 'that the film is a ""real', 'Overall, the film is a successful', 'that the film is an entertaining,', 'Overall, the film is a joyous', 'that the movie is an enjoyable,', 'that the film has some good', 'Overall, the movie is a cynical', 'Overall, the movie is a disappointing']"
JJ IN JJ NNS VBG DT,"['negative, with many critics praising the', 'negative, with many critics finding the', 'negative, with many critics calling the', 'positive, with many critics praising the', 'negative, with many critics panning the', 'praised, with many critics noting the']"
DT JJ NN IN DT NN,"['a standout comedy of the season.', ""The film's commentary on the emptiness"", ""the film's adaptation from the stage"", 'a fascinating study of a man', 'a newfound appreciation for the art', 'the overall impact of the film.', 'an entertaining thriller with some flaws.', ""The film's adaptation from the novel"", 'a disappointing entry in the series.', ""the film's portrayal of the friendship"", 'a fresh perspective on the subject.', 'a major talent in the anime', 'a nuanced view of the artist.', ""a significant improvement from the director's"", 'the urgent subject of the hunt', 'a ""kids\' comedy with a heart""', 'a negative impact on the career', 'an ""extended advertisement for a toy.""', 'a ""B"" production with a cornball', 'a unique insight into the process', ""the film's focus on the act"", ""the film's message about the power"", 'the authentic atmosphere of the community', 'the effortless chemistry between the leads,', ""a European flair, despite the film's"", 'The restored version of the film', 'the stark beauty of the monastery', 'the green baize of a roulette', 'the ""dirty movie of the year.""', 'a textbook example of an exploitation', 'the real person behind the legend.', 'an ordinary entry in the film', ""the painful reality of the characters'"", 'a mysterious game as a birthday', 'a high bar for the summer', 'a clear fondness for the genre.', ""a necessary part of the film's"", ""the viewer's attention from the beginning,"", 'a vivid portrait of a town', 'a biographical drama about the life']"
JJ NNS VBP IN DT NN,"['Many reviewers feel that the film', ""few critics feel that the movie's"", 'Many critics note that the film', 'many critics agree that the film', 'many critics agree that the movie', 'few critics note that the film', 'many critics argue that the film', 'many critics conclude that the film', 'Many reviewers conclude that the movie', 'Many reviewers note that the film', ""wooden, others argue that the film's"", 'few critics acknowledge that the film', 'many critics note that the film', ""Many critics note that the film's"", ""few reviewers feel that the film's"", 'many reviewers agree that the film', ""Many reviewers note that the film's"", ""many critics feel that the film's"", ""Many reviewers note that the movie's"", ""few critics note that the film's"", 'few critics feel that the film', 'Many critics feel that the film', 'few reviewers note that the film']"
NNP NNP NNP VBZ DT JJ,"['""The Great Hack"" is a thought-provoking', 'Overall, ""The Bridge"" is a complex', 'Underworld: Blood Wars is a dull,', '""The Wedding Plan"" is a special', 'Star Is Born"" is a must-see', 'Best Friend\'s Wedding"" is a flawed', '""A Late Quartet"" is a well-acted', 'Overall, ""Claire\'s Camera"" is a charming', 'Overall, ""King\'s Ransom"" is a failed', '""Charlie Wilson\'s War"" is a fun,', 'Joshua Z Weinstein, has a fly-on-the-wall', 'Overall, ""Final Portrait"" is a well-made', '""A Clockwork Orange"" is a thought-provoking', 'Nicolas Winding Refn, uses a unique', 'Overall, ""The Midwife"" is a character-driven', 'Overall, ""Civic Duty"" is a flawed', '""Zero Dark Thirty"" is a powerful,', '""Little Black Book"" is a romantic', 'Overall, ""The Lunchbox"" is a charming,', 'Overall, ""The Bay"" is a thought-provoking', '""The Bling Ring"" is a stylish', '""The Grey Zone"" is a significant', 'Charles Swan III"" is a disappointing', 'Hate U Give"" is a powerful', 'Overall, ""The Escape"" is a painful', 'Can Only Imagine"" is a faith-based', '""A Midnight Clear"" is a well-crafted', 'Overall, ""Olympic Dreams"" is a quirky,', ""Bridget Jones's Diary is a fun,"", 'Overall, ""Red Planet"" is a mediocre,', 'Nose, Empty Pockets"" is a powerful', 'Independence Day: Resurgence is a disappointing', '""God Bless America"" has some interesting', '""A Knight\'s Tale"" is a fun,', 'Nose, Empty Pockets"" is a unique', 'Five Star Life"" is a gentle,', 'Dog\'s Way Home"" is a family-friendly', '""The Love Guru"" is a disappointing', '""I Am Michael"" is a biographical', '""12 O\'Clock Boys"" is a thought-provoking', 'Hate U Give"" is a moving,', 'Overall, ""Cold Weather"" is a delightful', '""The Secret Scripture"" is a disappointing', '""My Left Foot"" is a great', 'Overall, ""Fort Tilden"" is a solid']"
NNP VBP VBN IN DT NNS,"['Sunshine are divided, with some critics', 'Forward"" are mixed, with some critics', 'Man"" are mixed, with some critics', 'Quartet"" are mixed, with some critics', 'Arts"" are mixed, with some critics', 'Transporter"" are mixed, with some critics', 'Farmer"" are mixed, with some critics', 'Mule"" are mixed, with some critics', 'Oceans"" are mixed, with some critics', 'Home"" are mixed, with some critics', 'Happyness"" are mixed, with some critics', 'Pines"" are mixed, with some critics', 'Dogs"" are mixed, with some critics', 'Heart"" are mixed, with some critics', 'Prodigy"" are mixed, with some critics', 'Theory"" are mixed, with some critics', 'Star"" are mixed, with some critics', 'Earnest"" are mixed, with some critics', 'Sister"" are mixed, with some critics', 'Club"" are mixed, with some critics', 'Royale"" are mixed, with some critics', 'Night"" are mixed, with some critics', 'Way"" are divided, with some critics', 'Ford"" are mixed, with some critics', 'America"" are mixed, with some critics', 'Dinner"" are mixed, with some critics', 'Me"" are mixed, with some critics', 'Is"" are mixed, with some critics', 'Seas"" are mixed, with some critics', 'Attraction"" are mixed, with some critics', 'Soloist"" are mixed, with some critics', 'Glory"" are mixed, with some critics', 'Wanted"" are mixed, with some critics', 'Sparrow"" are mixed, with some critics', 'Work"" are mixed, with some critics', 'Contender"" are mixed, with some critics', 'Again"" are mixed, with some critics', 'Universe"" are mixed, with some critics', 'Jones are mixed, with some critics', 'Movie"" are mixed, with some critics', 'Ring"" are mixed, with some critics', 'Grace"" are mixed, with some critics']"
NN VBZ VBN IN DT NN,"['film is seen as a fun,', 'film is described as a rehashing', 'film is described as a ""remarkable""', 'film is described as a ""celebration', 'cuteness is seen as a style,', 'installment is seen as a letdown', 'films, is misplaced in a film', 'drama is seen as a key', 'perseverance is seen as both inspiring', 'film is seen as a warm', 'particular, is wasted in a role', 'director is hailed as a ""wizard', 'movie is described as a ""warm', 'film is described as a charming,', 'film is seen as a thrilling', 'film is seen as a solid,', 'film is seen as a charming', 'movie is seen as a ""doodle""', 'movie is described as a ""hall', 'film is seen as a ""passionate', 'film is described as a dark,', 'movie is seen as a masterpiece', 'movie is described as a ""taut,', 'execution is marred by a lack', 'film is described as a masterpiece', 'film is seen as a delightful', 'film is described as a mindless,', 'film is described as a ""visceral,', 'movie is described as a charming,', '""Dunkirk"" is seen as a masterpiece', 'technology is seen as a means', 'documentary is recommended for both film', 'film is described as a ""great', 'movie is seen as a generic,', 'message is telegraphed from the start,', 'film is described as a ""gaunt,', 'charisma is noted as a highlight', 'film is seen as a guarantee', 'film is described as a tender,', 'fun is seen as a strength,', 'film is seen as a satire', 'aesthetic is seen as a strength,', 'film is seen as a notable,', 'film is described as a ""work']"
VBP IN DT NN VBZ DT,"['suggest that the film is an', 'note that the film is a', 'note that the film is an', 'agree that the film is an', 'conclude that the film is a', 'suggest that the film is a', 'suggest that the movie is an', 'suggest that the movie is a', 'suggest that the film has some', 'feel that the film has some', 'agree that the film provides a', 'acknowledge that the film has some', 'note that the film has some', 'note that the film has a', 'agree that the film is a', 'note that the film follows a']"
JJ NN IN NN CC NN,"['same level of subtlety and complexity', 'nuanced exploration of love and relationships,', ""film's message of forgiveness and regeneration"", 'right balance between reverence and playfulness,', 'feel, lack of originality, and failure', ""film's lack of depth and character"", 'strong sense of atmosphere and setting,', ""film's portrayal of poverty and homelessness"", 'real sense of peril or tension.', ""original's sense of humor and irony."", ""film's lack of energy and passion,"", ""film's lack of depth and insight,"", 'unique blend of style and substance,', 'stunning feat of cinematography and filmmaking.', 'unique blend of fantasy and superhero', 'overall lack of inspiration and creativity.', 'overall lack of coherence and waste', ""film's message of acceptance and tolerance,"", 'unique blend of horror and comedy.', 'unflinching portrayal of addiction and self-destruction.', ""film's sense of decay and dread."", 'unique blend of absurdity and good-heartedness.', 'keen sense of time and place.', '""wondrous blend of fantasy and mystery""', 'nuanced portrayal of intimacy and sexuality', ""film's exploration of grief and trauma"", 'live performance with precision and daring.', 'genre-bending mashup of horror and comedy', 'strong sense of place and characters,', 'realistic look at addiction and recovery.', 'plot, lack of originality, and pandering', 'careful balance of parody and commitment,', 'subject matter with care and attention,', 'hackneyed message about complacency and chaos.', ""film's tone between humor and pathos."", ""film's reliance on clichés and self-awareness"", 'tone, reliance on clichés, and lack', 'unique blend of documentary and fiction', 'disorienting world of sound and image.', 'tone, lack of subtlety, and inconsistent', ""film's lack of plot and character"", 'reassuring, lacking in tension and edge.', 'familiar tale of hope and triumph,']"
DT NNS VBP IN NNP NNP,"['the reviews suggest that ""102 Dalmatians""', 'the reviews suggest that Love Actually', 'the reviews suggest that ""The Transporter""', 'the reviews suggest that ""A Clockwork', 'the reviews suggest that ""Sinbad: Legend', 'the reviews suggest that ""The Pursuit', 'the reviews suggest that ""Lorna\'s Silence""', 'the reviews suggest that ""The Pirates!', 'the reviews suggest that ""A Late', 'the reviews suggest that ""The Dinner""', 'the reviews suggest that ""The Duchess', 'the reviews suggest that ""Meek\'s Cutoff""', 'the reviews suggest that ""The Wedding', ""Some critics argue that De Palma's"", 'the reviews suggest that ""In Secret""', 'the reviews suggest that ""Red Sparrow""', 'the reviews suggest that ""Why Him?""', 'the summaries suggest that ""The Insult""', 'the reviews suggest that ""Bad Times', 'the reviews suggest that ""The Love', 'the reviews suggest that ""Django Unchained""', 'the reviews suggest that Tokyo Godfathers', 'the reviews suggest that ""The Angry', 'the reviews suggest that ""The Devil', 'the reviews suggest that ""Daddy\'s Home""', 'the reviews suggest that ""Appropriate Behavior""', 'the reviews suggest that ""The Game""', 'the reviews suggest that ""The Life', 'the reviews suggest that ""The Spy', 'the reviews suggest that ""The Chumscrubber""', 'the reviews suggest that Cast Away', 'the reviews suggest that ""A Star', 'the reviews suggest that Pacific Rim', 'the summaries suggest that ""A Midnight', 'the reviews suggest that ""The Incredibles""', 'the reviews suggest that ""Charlie Wilson\'s', 'the reviews suggest that ""Barney\'s Version""', 'the reviews suggest that ""We Need', 'the reviews suggest that Iron Man', ""some critics feel that De Niro's"", 'the reviews suggest that ""The Mule""', 'the reviews suggest that X2: X-Men']"
